Me1_v2_0233970.1,AT5G03905.1
Me1_v2_0233970.2,AT5G03905.1
Me1_v2_0233970.3,AT5G03905.1
Me1_v2_0233970.4,AT5G03905.1
Me1_v2_0233970.5,AT5G03905.1
Me1_v2_0233970.6,AT5G03905.1
Me1_v2_0233980.1,AT3G04890.1
Me1_v2_0233980.2,AT3G04890.1
Me1_v2_0233990.1,AT1G63270.1
Me1_v2_0233990.10,AT1G63270.1
Me1_v2_0233990.11,AT1G63270.1
Me1_v2_0233990.12,AT1G63270.1
Me1_v2_0233990.13,AT1G63270.1
Me1_v2_0233990.2,AT1G63270.1
Me1_v2_0233990.3,AT1G63270.1
Me1_v2_0233990.4,AT1G63270.1
Me1_v2_0233990.5,AT1G63270.1
Me1_v2_0233990.6,AT1G63270.1
Me1_v2_0233990.7,AT1G63270.1
Me1_v2_0233990.8,AT1G63270.1
Me1_v2_0233990.9,AT1G63270.1
Me1_v2_0234040.1,AT3G04890.1
Me1_v2_0234040.2,AT3G04890.1
Me1_v2_0234040.3,AT3G04890.1
Me1_v2_0234040.4,AT3G04890.1
Me1_v2_0234040.5,AT3G04890.1
Me1_v2_0234040.6,AT3G04890.1
Me1_v2_0234040.7,AT3G04890.1
Me1_v2_0234050.1,AT1G63270.1
Me1_v2_0234050.10,AT1G63270.1
Me1_v2_0234050.11,AT1G63270.1
Me1_v2_0234050.2,AT1G63270.1
Me1_v2_0234050.3,AT1G63270.1
Me1_v2_0234050.4,AT1G63270.1
Me1_v2_0234050.5,AT1G63270.1
Me1_v2_0234050.6,AT1G63270.1
Me1_v2_0234050.7,AT1G63270.1
Me1_v2_0234050.8,AT1G63270.1
Me1_v2_0234050.9,AT1G63270.1
Me1_v2_0234060.1,AT2G25520.1
Me1_v2_0234070.1,AT1G70600.1
Me1_v2_0234080.1,ATMG00860.1
Me1_v2_0234090.1,AT1G70600.1
Me1_v2_0234140.1,ATMG00860.1
Me1_v2_0234160.1,AT3G48200.1
Me1_v2_0234210.1,ATMG00860.1
Me1_v2_0234230.1,AT1G15520.1
Me1_v2_0234230.2,AT1G15520.1
Me1_v2_0234230.3,AT1G15520.1
Me1_v2_0234240.1,AT1G15520.1
Me1_v2_0234250.2,AT1G17470.2
Me1_v2_0234250.1,AT1G72660.3
Me1_v2_0234250.3,AT1G17470.2
Me1_v2_0234250.4,AT1G17470.2
Me1_v2_0234260.1,AT3G15850.1
Me1_v2_0234260.2,AT3G15850.1
Me1_v2_0234270.1,AT4G00450.1
Me1_v2_0234280.1,AT2G33180.1
Me1_v2_0234290.1,AT5G20600.1
Me1_v2_0234300.1,AT3G51050.1
Me1_v2_0234300.2,AT3G51050.1
Me1_v2_0234300.3,AT3G51050.1
Me1_v2_0234300.4,AT3G51050.1
Me1_v2_0234300.5,AT3G51050.1
Me1_v2_0234300.6,AT3G51050.1
Me1_v2_0234310.2,AT4G22140.2
Me1_v2_0234310.1,AT4G22140.2
Me1_v2_0234330.1,AT4G22140.2
Me1_v2_0234340.1,AT5G38460.1
Me1_v2_0234340.2,AT5G38460.1
Me1_v2_0234350.1,AT5G59300.1
Me1_v2_0234350.2,AT5G59300.1
Me1_v2_0234360.1,AT3G20060.1
Me1_v2_0234360.2,AT3G20060.2
Me1_v2_0234360.3,AT3G20060.2
Me1_v2_0234360.4,AT3G20060.1
Me1_v2_0234370.1,AT1G71800.1
Me1_v2_0234370.10,AT1G71800.1
Me1_v2_0234370.11,AT1G71800.1
Me1_v2_0234370.2,AT1G71800.1
Me1_v2_0234370.3,AT1G71800.1
Me1_v2_0234370.4,AT1G71800.1
Me1_v2_0234370.5,AT1G71800.1
Me1_v2_0234370.6,AT1G71800.1
Me1_v2_0234370.7,AT1G71800.1
Me1_v2_0234370.8,AT1G71800.1
Me1_v2_0234370.9,AT1G71800.1
Me1_v2_0234410.1,ATMG00860.1
Me1_v2_0234430.1,AT5G41580.1
Me1_v2_0234430.2,AT5G41580.1
Me1_v2_0234430.3,AT5G41580.1
Me1_v2_0234440.1,AT3G61690.2
Me1_v2_0234450.1,ATMG00860.1
Me1_v2_0234460.1,AT3G51060.1
Me1_v2_0234490.1,AT5G27620.1
Me1_v2_0234490.2,AT5G27620.1
Me1_v2_0234490.3,AT5G27620.1
Me1_v2_0234490.4,AT5G27620.1
Me1_v2_0234490.5,AT5G27620.1
Me1_v2_0234490.6,AT5G27620.1
Me1_v2_0234490.7,AT5G27620.1
Me1_v2_0234500.1,AT5G30495.1
Me1_v2_0234510.1,AT5G51280.1
Me1_v2_0234520.1,AT2G05630.1
Me1_v2_0234550.1,AT5G41580.1
Me1_v2_0234600.1,ATMG00860.1
Me1_v2_0234620.1,AT1G71090.1
Me1_v2_0234620.2,AT1G71090.1
Me1_v2_0234620.3,AT1G71090.1
Me1_v2_0234620.4,AT1G71090.1
Me1_v2_0234620.5,AT1G71090.1
Me1_v2_0234630.2,AT3G27000.1
Me1_v2_0234630.1,AT3G27000.1
Me1_v2_0234630.3,AT3G27000.1
Me1_v2_0234630.4,AT3G27000.1
Me1_v2_0234630.5,AT3G27000.1
Me1_v2_0234650.2,AT2G25730.4
Me1_v2_0234650.3,AT2G25730.4
Me1_v2_0234650.1,AT2G25730.4
Me1_v2_0234650.4,AT2G25730.4
Me1_v2_0234670.1,AT2G25730.1
Me1_v2_0234680.1,AT2G25730.2
Me1_v2_0234690.1,AT2G47110.1
Me1_v2_0234690.2,AT1G23410.1
Me1_v2_0234690.3,AT3G62250.1
Me1_v2_0234690.4,AT3G62250.1
Me1_v2_0234700.1,AT5G63960.1
Me1_v2_0234710.1,AT5G24810.1
Me1_v2_0234750.1,AT5G41210.1
Me1_v2_0234810.1,AT3G12570.3
Me1_v2_0234810.2,AT3G12570.3
Me1_v2_0234810.3,AT3G12570.3
Me1_v2_0234810.4,AT3G12570.3
Me1_v2_0234810.5,AT3G12570.3
Me1_v2_0234810.6,AT3G12570.3
Me1_v2_0234810.7,AT3G12570.3
Me1_v2_0234820.1,AT2G44580.2
Me1_v2_0234820.2,AT2G44580.2
Me1_v2_0234820.3,AT2G44580.2
Me1_v2_0234820.4,AT2G44580.2
Me1_v2_0234820.5,AT2G44580.2
Me1_v2_0234830.1,AT5G06680.1
Me1_v2_0234830.2,AT5G06680.1
Me1_v2_0234830.3,AT5G06680.1
Me1_v2_0234830.4,AT5G06680.1
Me1_v2_0234830.5,AT5G06680.1
Me1_v2_0234830.6,AT5G06680.1
Me1_v2_0234830.7,AT5G06680.1
Me1_v2_0234830.8,AT5G06680.1
Me1_v2_0234840.1,AT2G42220.1
Me1_v2_0234850.2,AT5G46210.1
Me1_v2_0234850.1,AT5G46210.1
Me1_v2_0234860.1,ATMG00860.1
Me1_v2_0234890.1,AT2G37760.4
Me1_v2_0234890.2,AT2G37760.7
Me1_v2_0234890.3,AT2G37760.5
Me1_v2_0234890.4,AT2G37770.1
Me1_v2_0234900.1,AT5G52190.1
Me1_v2_0234910.1,AT1G30580.1
Me1_v2_0234920.1,AT3G04240.1
Me1_v2_0234920.2,AT3G04240.1
Me1_v2_0234920.3,AT3G04240.1
Me1_v2_0234920.4,AT3G04240.1
Me1_v2_0234920.5,AT3G04240.1
Me1_v2_0234980.1,AT4G27640.1
Me1_v2_0235000.1,AT4G27640.1
Me1_v2_0235010.1,AT4G27640.1
Me1_v2_0235020.2,AT1G58025.3
Me1_v2_0235020.3,AT1G58025.3
Me1_v2_0235020.1,AT1G58025.3
Me1_v2_0235020.4,AT1G58025.6
Me1_v2_0235020.5,AT1G58025.3
Me1_v2_0235030.1,AT2G25890.1
Me1_v2_0235040.1,AT2G01490.2
